agency_id,agency_name,route_id,route_short_name,stop_sequence,stop_id,stop_name,stop_lat,stop_lon
606,"A. Reich GmbH Busbetrieb",17554_700,549,0,250000017201,"Jüterbog, Betriebshof Reich",52.002723000000,13.085329000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,1,250000023601,"Jüterbog, Eichenweg",52.001918000000,13.075130000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,2,250000023701,"Jüterbog, Kapellenberg",52.001552000000,13.068918000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,3,250000023501,"Jüterbog, Busbahnhof",51.991677000000,13.074565000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,4,250000023802,"Jüterbog, Schloßpark",51.992566000000,13.065690000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,5,250000023901,"Jüterbog, Schloßstr.",51.993645000000,13.060708000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,6,250000023301,"Neues Lager",52.003373000000,13.022784000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,7,250000023101,"Altes Lager, Flämingstr.",52.010423000000,13.007740000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,8,250000023001,"Altes Lager, F.-Engels-Str.",52.016573000000,12.995817000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,9,250000022801,"Tiefenbrunnen, Gaststätte",52.035171000000,12.944220000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,10,250000019801,"Tiefenbrunnen, Bahnhof",52.038204000000,12.934709000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,11,250000016901,"Frohnsdorf, Lüdendorfer Str.",52.054903000000,12.900039000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,12,250000019802,"Tiefenbrunnen, Bahnhof",52.038204000000,12.934709000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,13,250000017502,"Klausdorf (bei Jüterbog)",52.049078000000,12.942721000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,14,250000015402,Bardenitz,52.073582000000,12.942202000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,15,250000018801,"Pechüle",52.074753000000,12.950817000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,16,250000015501,"Bardenitz, Mühlenberg",52.073321000000,12.936625000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,17,250000021602,"Treuenbrietzen, Süd",52.081038000000,12.881179000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,18,250000020101,"Treuenbrietzen, Bahnhof",52.092022000000,12.857816000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,19,250000020001,"Treuenbrietzen, Bahnhofstr.",52.092643000000,12.861417000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,20,250000021002,"Treuenbrietzen, Ärztehaus/Kino",52.095270000000,12.866260000000
606,"A. Reich GmbH Busbetrieb",17554_700,549,21,250000020701,"Treuenbrietzen, Markt",52.099124000000,12.874764000000
881,"BEX - Bayern Express & P. Kühn Berlin GmbH",19989_700,A05,0,670000482106,"Elstal, Designer-Outlet",52.542085000000,12.977664000000
881,"BEX - Bayern Express & P. Kühn Berlin GmbH",19989_700,A05,1,670000482006,"Elstal, Zum Erlebnis-Dorf",52.532682000000,12.998514000000
881,"BEX - Bayern Express & P. Kühn Berlin GmbH",19989_700,A05,2,670000481206,"Berlin, Alt-Pichelsdorf",52.513208000000,13.196948000000
881,"BEX - Bayern Express & P. Kühn Berlin GmbH",19989_700,A05,3,670000481106,"S Messe Nord/ICC (Berlin)",52.506454000000,13.283043000000
881,"BEX - Bayern Express & P. Kühn Berlin GmbH",19989_700,A05,4,670000481006,"S+U Zoologischer Garten Bhf (Berlin)",52.506921000000,13.332707000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,0,750000100901,"Finow, Schönholzer Str.",52.837447000000,13.736984000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,1,750000101002,"Finow, Waldhäuschen",52.833726000000,13.736829000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,2,750000101102,"Brandenb. Viertel, Brandenburger Allee",52.832006000000,13.754211000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,3,750000101202,"Brandenb. Viertel, Potsdamer Allee",52.831204000000,13.759165000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,4,750000101301,"Brandenb. Viertel, Frankfurter Allee",52.830605000000,13.763785000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,5,750000101401,"Brandenb. Viertel, Barnimer Heide",52.833232000000,13.767824000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,6,750000101502,"Brandenb. Viertel, Spechthausener Str.",52.839478000000,13.767261000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,7,750000100502,"Eberswalde, Eisenspalterei Gewerbe",52.840023000000,13.765651000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,8,750000101601,"Eberswalde, Sportzentrum Westend",52.839211000000,13.776690000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,9,750000100302,"Eberswalde, Boldtstr.",52.837860000000,13.782319000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,10,750000101701,"Eberswalde, Westend-Kino",52.836426000000,13.788018000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,11,750000101802,"Eberswalde, Schöpfurter Str.",52.835465000000,13.793351000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,12,750000101902,"Eberswalde, Hauptbahnhof",52.833665000000,13.797032000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,13,750000102002,"Eberswalde, Grabowstr.",52.833630000000,13.805281000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,14,750000102102,"Eberswalde, Karl-Marx-Platz",52.833834000000,13.811344000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,15,750000102202,"Eberswalde, Fr.-Ebert-Str.",52.833604000000,13.814674000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,16,750000102302,"Eberswalde, Markt",52.833602000000,13.819496000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,17,750000102401,"Eberswalde, Robert-Koch-Str.",52.837356000000,13.819624000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,18,750000102502,"Eberswalde, Ackerstr.",52.840890000000,13.820707000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,19,750000102601,"Eberswalde, Dr.-Gillwald-Höhe",52.846638000000,13.823308000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,20,750000102701,"Eberswalde, Neue Str.",52.851799000000,13.824890000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,21,750000102802,"Eberswalde, Clara-Zetkin-Weg",52.850267000000,13.818724000000
241,"Barnimer Busgesellschaft mbH",4281_700,861,22,750000102901,"Eberswalde, Nordend",52.848524000000,13.814598000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,0,750000103701,"Eberswalde, Ostend",52.833355000000,13.843007000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,1,750000103801,"Eberswalde, Karl-Bach-Str.",52.832202000000,13.839145000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,2,750000103501,"Eberswalde, Saarstr.",52.828955000000,13.837598000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,3,750000103901,"Eberswalde, Gertraudenstr.",52.829471000000,13.828642000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,4,750000103201,"Eberswalde, Schneiderstr.",52.831654000000,13.823986000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,5,750000102301,"Eberswalde, Markt",52.833602000000,13.819496000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,6,750000102201,"Eberswalde, Fr.-Ebert-Str.",52.833604000000,13.814674000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,7,750000102101,"Eberswalde, Karl-Marx-Platz",52.833834000000,13.811344000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,8,750000102001,"Eberswalde, Grabowstr.",52.833630000000,13.805281000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,9,750000101901,"Eberswalde, Hauptbahnhof",52.833665000000,13.797032000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,10,750000101801,"Eberswalde, Schöpfurter Str.",52.835465000000,13.793351000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,11,750000100201,"Eberswalde, Werbelliner Str.",52.836708000000,13.787199000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,12,750000100301,"Eberswalde, Boldtstr.",52.837860000000,13.782319000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,13,750000100401,"Eberswalde, Kranbau",52.838655000000,13.779012000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,14,750000101501,"Brandenb. Viertel, Spechthausener Str.",52.839478000000,13.767261000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,15,750000104001,"Brandenb. Viertel, Uckermarkstr.",52.834874000000,13.767460000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,16,750000104101,"Brandenb. Viertel, Zum Specht",52.830656000000,13.766443000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,17,750000101201,"Brandenb. Viertel, Potsdamer Allee",52.831204000000,13.759165000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,18,750000101101,"Brandenb. Viertel, Brandenburger Allee",52.832006000000,13.754211000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,19,750000101001,"Finow, Waldhäuschen",52.833726000000,13.736829000000
241,"Barnimer Busgesellschaft mbH",4287_700,862,20,750000100802,"Finow, Kleiner Stern",52.838333000000,13.737710000000
241,"Barnimer Busgesellschaft mbH",14428_700,863,0,750000102901,"Eberswalde, Nordend",52.848524000000,13.814598000000
241,"Barnimer Busgesellschaft mbH",14428_700,863,1,750000108002,"Eberswalde, Schule Nordend",52.846622000000,13.816093000000
241,"Barnimer Busgesellschaft mbH",14428_700,863,2,750000103001,"Eberswalde, Rosengrund",52.843941000000,13.819840000000
241,"Barnimer Busgesellschaft mbH",14428_700,863,3,750000102501,"Eberswalde, Ackerstr.",52.840890000000,13.820707000000
241,"Barnimer Busgesellschaft mbH",14428_700,863,4,750000109902,"Eberswalde, Oberstufenzentrum",52.840637000000,13.813765000000
241,"Barnimer Busgesellschaft mbH",14428_700,863,5,750000109802,"Eberswalde, Friedrich-Hegel-Str.",52.838561000000,13.809048000000
241,"Barnimer Busgesellschaft mbH",14428_700,863,6,750000109702,"Eberswalde, Arbeitsamt",52.835887000000,13.808165000000
